occurrenceID,verbatimMeasurementType,measurementType,measurementValue,measurementUnit
TANGO_2-DIV_UNKOWN-S11_O14-4033,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.8,per mille
TANGO_2-DIV_UNKOWN-S11_O14-4033,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.63,per mille
TANGO_2-DIV_UNKOWN-S11_O15-4034,sizeAmbitus,Size ambitus of sea urchin in mm,40,mm
TANGO_2-DIV_UNKOWN-S11_O15-4034,height,Height of sea urchin in mm,25,mm
TANGO_2-DIV_UNKOWN-S11_O15-4034,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-17.09,per mille
TANGO_2-DIV_UNKOWN-S11_O15-4034,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.5,per mille
TANGO_2-DIV_UNKOWN-S11_O15-4034,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.67,per mille
TANGO_2-DIV_41-S13_O1-4235,sizeAmbitus,Size ambitus of sea urchin in mm,60,mm
TANGO_2-DIV_41-S13_O1-4235,height,Height of sea urchin in mm,36,mm
TANGO_2-DIV_41-S13_O1-4235,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.4,per mille
TANGO_2-DIV_41-S13_O1-4235,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.99,per mille
TANGO_2-DIV_41-S13_O1-4235,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",18.14,per mille
TANGO_2-DIV_41-S13_O2-4236,sizeAmbitus,Size ambitus of sea urchin in mm,63,mm
TANGO_2-DIV_41-S13_O2-4236,height,Height of sea urchin in mm,32,mm
TANGO_2-DIV_41-S13_O2-4236,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.95,per mille
TANGO_2-DIV_41-S13_O2-4236,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.72,per mille
TANGO_2-DIV_41-S13_O2-4236,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.54,per mille
TANGO_2-DIV_41-S13_O3-4237,sizeAmbitus,Size ambitus of sea urchin in mm,62,mm
TANGO_2-DIV_41-S13_O3-4237,height,Height of sea urchin in mm,37,mm
TANGO_2-DIV_41-S13_O3-4237,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.5,per mille
TANGO_2-DIV_41-S13_O3-4237,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.36,per mille
TANGO_2-DIV_41-S13_O3-4237,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.71,per mille
TANGO_2-DIV_41-S13_O4-4238,sizeAmbitus,Size ambitus of sea urchin in mm,64,mm
TANGO_2-DIV_41-S13_O4-4238,height,Height of sea urchin in mm,36,mm
TANGO_2-DIV_41-S13_O4-4238,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.23,per mille
TANGO_2-DIV_41-S13_O4-4238,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.06,per mille
TANGO_2-DIV_41-S13_O4-4238,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.47,per mille
TANGO_2-DIV_41-S13_O5-4239,sizeAmbitus,Size ambitus of sea urchin in mm,57,mm
TANGO_2-DIV_41-S13_O5-4239,height,Height of sea urchin in mm,37,mm
TANGO_2-DIV_41-S13_O5-4239,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.43,per mille
TANGO_2-DIV_41-S13_O5-4239,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.92,per mille
TANGO_2-DIV_41-S13_O5-4239,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",18.05,per mille
TANGO_2-DIV_41-S13_O6-4240,sizeAmbitus,Size ambitus of sea urchin in mm,63,mm
TANGO_2-DIV_41-S13_O6-4240,height,Height of sea urchin in mm,44,mm
TANGO_2-DIV_41-S13_O6-4240,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.94,per mille
TANGO_2-DIV_41-S13_O6-4240,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.88,per mille
TANGO_2-DIV_41-S13_O6-4240,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",18.12,per mille
TANGO_2-DIV_41-S13_O8-4242,sizeAmbitus,Size ambitus of sea urchin in mm,58,mm
TANGO_2-DIV_41-S13_O8-4242,height,Height of sea urchin in mm,37,mm
TANGO_2-DIV_41-S13_O8-4242,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.15,per mille
TANGO_2-DIV_41-S13_O8-4242,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.09,per mille
TANGO_2-DIV_41-S13_O8-4242,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.82,per mille
TANGO_2-DIV_41-S13_O9-4243,sizeAmbitus,Size ambitus of sea urchin in mm,62,mm
TANGO_2-DIV_41-S13_O9-4243,height,Height of sea urchin in mm,37,mm
TANGO_2-DIV_41-S13_O9-4243,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.16,per mille
TANGO_2-DIV_41-S13_O9-4243,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.48,per mille
TANGO_2-DIV_41-S13_O9-4243,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",18.44,per mille
TANGO_2-DIV_41-S13_O10-4244,sizeAmbitus,Size ambitus of sea urchin in mm,60,mm
TANGO_2-DIV_41-S13_O10-4244,height,Height of sea urchin in mm,36,mm
TANGO_2-DIV_41-S13_O10-4244,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.58,per mille
TANGO_2-DIV_41-S13_O10-4244,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.87,per mille
TANGO_2-DIV_41-S13_O10-4244,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.95,per mille
TANGO_2-DIV_41-S13_O11-4245,sizeAmbitus,Size ambitus of sea urchin in mm,60,mm
TANGO_2-DIV_41-S13_O11-4245,height,Height of sea urchin in mm,34,mm
TANGO_2-DIV_41-S13_O11-4245,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.64,per mille
TANGO_2-DIV_41-S13_O11-4245,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.77,per mille
TANGO_2-DIV_41-S13_O11-4245,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",18.16,per mille
TANGO_2-DIV_41-S13_O12-4246,sizeAmbitus,Size ambitus of sea urchin in mm,58,mm
TANGO_2-DIV_41-S13_O12-4246,height,Height of sea urchin in mm,35,mm
TANGO_2-DIV_41-S13_O12-4246,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.2,per mille
TANGO_2-DIV_41-S13_O12-4246,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.17,per mille
TANGO_2-DIV_41-S13_O12-4246,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.18,per mille
TANGO_2-DIV_41-S13_O13-4247,sizeAmbitus,Size ambitus of sea urchin in mm,57,mm
TANGO_2-DIV_41-S13_O13-4247,height,Height of sea urchin in mm,34,mm
TANGO_2-DIV_41-S13_O13-4247,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.03,per mille
TANGO_2-DIV_41-S13_O13-4247,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9,per mille
TANGO_2-DIV_41-S13_O13-4247,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.57,per mille
TANGO_2-DIV_41-S13_O14-4248,sizeAmbitus,Size ambitus of sea urchin in mm,62,mm
TANGO_2-DIV_41-S13_O14-4248,height,Height of sea urchin in mm,36,mm
TANGO_2-DIV_41-S13_O14-4248,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.56,per mille
TANGO_2-DIV_41-S13_O14-4248,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.32,per mille
TANGO_2-DIV_41-S13_O14-4248,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.84,per mille
TANGO_2-DIV_41-S13_O15-4249,sizeAmbitus,Size ambitus of sea urchin in mm,60,mm
TANGO_2-DIV_41-S13_O15-4249,height,Height of sea urchin in mm,34,mm
TANGO_2-DIV_41-S13_O15-4249,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.01,per mille
TANGO_2-DIV_41-S13_O15-4249,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.65,per mille
TANGO_2-DIV_41-S13_O15-4249,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",18.01,per mille
TANGO_2-DIV_41-S13_O16-4250,sizeAmbitus,Size ambitus of sea urchin in mm,62,mm
TANGO_2-DIV_41-S13_O16-4250,height,Height of sea urchin in mm,38,mm
TANGO_2-DIV_41-S13_O16-4250,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.42,per mille
TANGO_2-DIV_41-S13_O16-4250,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.74,per mille
TANGO_2-DIV_41-S13_O16-4250,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",18.19,per mille
TANGO_2-DIV_41-S13_O17-4251,sizeAmbitus,Size ambitus of sea urchin in mm,64,mm
TANGO_2-DIV_41-S13_O17-4251,height,Height of sea urchin in mm,37,mm
TANGO_2-DIV_41-S13_O17-4251,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.4,per mille
TANGO_2-DIV_41-S13_O17-4251,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.26,per mille
TANGO_2-DIV_41-S13_O17-4251,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.19,per mille
TANGO_2-DIV_41-S13_O18-4252,sizeAmbitus,Size ambitus of sea urchin in mm,59,mm
TANGO_2-DIV_41-S13_O18-4252,height,Height of sea urchin in mm,36,mm
TANGO_2-DIV_41-S13_O18-4252,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.52,per mille
TANGO_2-DIV_41-S13_O18-4252,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.62,per mille
TANGO_2-DIV_41-S13_O18-4252,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.89,per mille
TANGO_2-DIV_41-S13_O19-4253,sizeAmbitus,Size ambitus of sea urchin in mm,56,mm
TANGO_2-DIV_41-S13_O19-4253,height,Height of sea urchin in mm,33,mm
TANGO_2-DIV_41-S13_O19-4253,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.94,per mille
TANGO_2-DIV_41-S13_O19-4253,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.19,per mille
TANGO_2-DIV_41-S13_O19-4253,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.72,per mille
TANGO_2-DIV_41-S13_O21-4255,sizeAmbitus,Size ambitus of sea urchin in mm,60,mm
TANGO_2-DIV_41-S13_O21-4255,height,Height of sea urchin in mm,38,mm
TANGO_2-DIV_41-S13_O21-4255,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.7,per mille
